OWNER,TITLE,NAME,MAPGEO,TREE,GROUP,ABSTRACT,KEYWORDS,LEGEND,CONTACT,SERVICELINK,METADATA,UPDATE,SERVICETYPE,MAX_ZOOM,CENTER_LAT,CENTER_LON,BBOX
KT_AI,Bienenstandorte Kt,ch.geoportal.landwirtschaft.64.0.bienenstandorte_kt,n.a.,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Darstellung der Bienenstandorte und Bienensperrgebiete. WMS Service Geoportal - Kanton Appenzell Innerrhoden,[],https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.landwirtschaft.64.0.bienenstandorte_kt&mapId=64&filterIds=&format=image/png,support@geoportal.ch,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,OGC:WFS,,47.339,9.4645,9.297 47.225 9.632 47.453
KT_AI,Bodeneignungskarte CH,ch.geoportal.geologie_boden_naturbedingte_risiken.1051.0.bodeneignungskarte_ch,n.a.,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundesamtes für Landwirtschaft, als WMS der swisstopo bezogen.<br><br>In der Bodeneignungskarte ist jede Kartierungseinheit mit einem Code aus einem Grossbuchstaben und einer Zahl versehen. Die Buchstaben stehen für 25 verschiedene physiographische Einheiten. Die Zahlen geben verschiedene Formelemente der Landschaften wieder, geordnet nach Muttergestein, Hanglage und Hangneigung. Jede Kartierungseinheit entspricht zudem einem oder mehreren Bodentypen. Die insgesamt 144 Kartierungseinheiten sind in der Karte nach dem Gesichtspunkt der Bodeneignung in 18 unterschiedlich eingefärbten Gruppen zusammengefasst. Für diese Klassierung wurden in erster Linie landwirtschaftliche Kriterien verwendet. WMS Service Geoportal - Kanton Appenzell Innerrhoden",[],https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.geologie_boden_naturbedingte_risiken.1051.0.bodeneignungskarte_ch&mapId=1051&filterIds=&format=image/png,support@geoportal.ch,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,OGC:WFS,,47.339,9.4645,9.297 47.225 9.632 47.453
KT_AI,Bundesinventar der Landschaften und Naturdenkmäler (BLN) CH,ch.geoportal.umwelt_naturschutz.1356.0.bundesinventar_der_landschaften_und_naturdenkmaeler_bln_ch,n.a.,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundes, als WMS der swisstopo bezogen.Artikel 5 des Bundesgesetzes über den Natur- und Heimatschutz (NHG) vom 1. Juli 1966 weist den Bundesrat an, Inventare mit Objekten von nationaler Bedeutung (Bundesinventare) zu erstellen. Beim Erlass dieser Inventare sind die Kantone anzuhören. Das Bundesinventar der Landschaften und Naturdenkmäler (BLN) stellt das erste Bundesinventar nach NHG dar. Vorstufe ist das KLN-Inventar (Inventar der zu erhaltenden Landschaften und Naturdenkmäler von nationaler Bedeutung), eine von privaten Organisationen in erster Auflage 1963 herausgegebene Arbeit, die periodisch ergänzt und überarbeitet wurde. Das BLN-Inventar wurde etappenweise in Rechtskraft gesetzt. Bisher hat der Bundesrat vier Inventarfolgen genehmigt: - eine 1. Serie 1977 mit 65 Objekten - eine 2. Serie 1983 mit 55 Objekten und 5 revidierten Objekten - eine 3. Serie 1996 mit 33 Objekten und 10 revidierten Objekten - eine 4. Serie 1998 mit 9 Objekten und 15 revidierten Objekten. In der Revision 2017 wurde ein Flächenabtausch zwischen den Objekten 1605 und 1606 vorgenommen. WMS Service Geoportal - Kanton Appenzell Innerrhoden",[],https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.umwelt_naturschutz.1356.0.bundesinventar_der_landschaften_und_naturdenkmaeler_bln_ch&mapId=1356&filterIds=&format=image/png,support@geoportal.ch,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,OGC:WFS,,47.339,9.4645,9.297 47.225 9.632 47.453
KT_AI,Dufour Karte,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.2184.0.dufour_karte,n.a.,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundesamtes für Energie, als WMS der swisstopo bezogen.<br><br>Die Topographische Karte der Schweiz 1:100 000 (Dufourkarte) ist das erste amtliche Kartenwerk, das die Schweiz landesweit abdeckt. Sie wurde zwischen 1845 und 1865 publiziert und entstand damit parallel zum modernen Bundesstaat. Vorgeschichte: Nach ersten Ansätzen in der Helvetik (1798-1803) wurden ab 1809 erste Vermessungen auf eidgenössischer Ebene durch die Offiziere des Quartiermeisterstabs vorgenommen. Doch die Arbeiten kamen erst richtig vom Fleck, als Guillaume-Henri Dufour (1787-1875) 1832 zum Oberstquartiermeister der Eidgenossenschaft (Generalstabschef) ernannt wurde. Zu seinen Aufgaben gehörte auch die Erstellung der Topographischen Karte der Schweiz 1:100 000. WMS Service Geoportal - Kanton Appenzell Innerrhoden",[],https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.2184.0.dufour_karte&mapId=2184&filterIds=&format=image/png,support@geoportal.ch,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,OGC:WFS,,47.339,9.4645,9.297 47.225 9.632 47.453
KT_AI,Durchgangsleitungen aus AV Gde,ch.geoportal.ver_entsorgung_kommunikation.121.0.durchgangsleitungen_aus_av_gde,n.a.,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Diese Karte stellt bedeutende Durchgangsleitungen dar, welche aus den Daten der amtlichen Vermessung stammen. Darin ersichtlich sind Durchgangsleitungen aus Gas, Öl und Elektrizität (wie Hochspannungsfreileitungen). WMS Service Geoportal - Kanton Appenzell Innerrhoden",[],https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.ver_entsorgung_kommunikation.121.0.durchgangsleitungen_aus_av_gde&mapId=121&filterIds=&format=image/png,support@geoportal.ch,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,OGC:WFS,,47.339,9.4645,9.297 47.225 9.632 47.453
KT_AI,Eisenbahnlärmkataster Nacht CH,ch.geoportal.umwelt_naturschutz.1850.0.eisenbahnlaermkataster_nacht_ch,n.a.,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Die Karte zeigt, welcher Lärmbelastung die Bevölkerung durch den Eisenbahnverkehr in der Nacht ausgesetzt ist. Die Angaben basieren auf flächendeckenden Modellberechnungen. Die neue Eisenbahnlärmberechnung basiert auf der Verkehrszählung des Jahres 2015. Diese wurden für das Netz der SBB, BLS, SOB, zb und RhB auf der Grundlage der Verkehrsdaten errechnet und im Emissionskataster 2015 festgehalten. Bei den Berechnungen wurde ein Streckennetz von rund 4000 km berücksichtigt. Die Daten sind gesetzlich nicht verbindlich. Verbindliche Angaben zur Lärmbelastung wie auch zur Lärmsanierung gibt die Vollzugsbehörde des Bundes, das Bundesamt für Verkehr (BAV). WMS Service Geoportal - Kanton Appenzell Innerrhoden",[],https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.umwelt_naturschutz.1850.0.eisenbahnlaermkataster_nacht_ch&mapId=1850&filterIds=&format=image/png,support@geoportal.ch,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,OGC:WFS,,47.339,9.4645,9.297 47.225 9.632 47.453
KT_AI,Eisenbahnlärmkataster Tag CH,ch.geoportal.umwelt_naturschutz.1006.0.eisenbahnlaermkataster_tag_ch,n.a.,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Die Karte zeigt, welcher Lärmbelastung die Bevölkerung durch den Eisenbahnverkehr am Tag ausgesetzt ist. Die Angaben basieren auf flächendeckenden Modellberechnungen. Die neue Eisenbahnlärmberechnung basiert auf der Verkehrszählung des Jahres 2015. Diese wurden für das Netz der SBB, BLS, SOB, zb und RhB auf der Grundlage der Verkehrsdaten errechnet und im Emissionskataster 2015 festgehalten. Bei den Berechnungen wurde ein Streckennetz von rund 4000 km berücksichtigt. Die Daten sind gesetzlich nicht verbindlich. Verbindliche Angaben zur Lärmbelastung wie auch zur Lärmsanierung gibt die Vollzugsbehörde des Bundes, das Bundesamt für Verkehr (BAV). WMS Service Geoportal - Kanton Appenzell Innerrhoden",[],https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.umwelt_naturschutz.1006.0.eisenbahnlaermkataster_tag_ch&mapId=1006&filterIds=&format=image/png,support@geoportal.ch,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,OGC:WFS,,47.339,9.4645,9.297 47.225 9.632 47.453
KT_AI,Elektrizität Stromnetzgebiete Kt,ch.geoportal.ver_entsorgung_kommunikation.72.0.elektrizitaet_stromnetzgebiete_kt,n.a.,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Zuteilung der Stromnetzgebiete gemäss Stromversorgungsgesetz (SR 734.7; abgekürzt StromVG). Dargestellt sind die Netzebenen NE5, NE6 und NE7. WMS Service Geoportal - Kanton Appenzell Innerrhoden",[],https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.ver_entsorgung_kommunikation.72.0.elektrizitaet_stromnetzgebiete_kt&mapId=72&filterIds=&format=image/png,support@geoportal.ch,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,OGC:WFS,,47.339,9.4645,9.297 47.225 9.632 47.453
KT_AI,Energiestädte CH,ch.geoportal.ver_entsorgung_kommunikation.1043.0.energiestaedte_ch,n.a.,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundesamtes für Energie, als WMS der swisstopo bezogen.<br><br>Das Label Energiestadt ist ein Leistungsausweis für Gemeinden, die eine nachhaltige kommunale Energiepolitik vorleben und umsetzen. Energiestädte fördern erneuerbare Energien, umweltverträgliche Mobilität und setzen auf eine effiziente Nutzung der Ressourcen. Um das Label Energiestadt zu erreichen, muss eine Gemeinde mindestens 50% ihres energiepolitischen Handlungsspielraums, ermittelt anhand des Energiestadt-Katalogs, realisiert oder beschlossen haben. Die höchste Auszeichnung ist der `European Energy Award®GOLD`. Diese Ehrung erhalten Energiestädte, die 75 Prozent oder mehr der Massnahmen des beim Zertifizierungsverfahren erstellten Katalogs umgesetzt haben. Mit dem GOLD-Award krönen Energiestädte ihr Engagement für eine nachhaltige Energiezukunft. Das Label beruht auf der Beurteilung der kommunalen Energiepolitik in Entwicklungsplanung und Raumordnung, kommunaler Gebäude und Anlagen, der Versorgung und Entsorgung, der Mobilität, der internen Organisation sowie von Kommunikation und Kooperation. WMS Service Geoportal - Kanton Appenzell Innerrhoden",[],https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.ver_entsorgung_kommunikation.1043.0.energiestaedte_ch&mapId=1043&filterIds=&format=image/png,support@geoportal.ch,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,OGC:WFS,,47.339,9.4645,9.297 47.225 9.632 47.453
KT_AI,Erdwärmesonden Kt,ch.geoportal.ver_entsorgung_kommunikation.29.0.erdwaermesonden_kt,n.a.,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Die Karte dient als Entscheidungsgrundlage für die Erstellung von Erdwärmesonden (Erdsonden) und zeigt die Zulässigkeitsbereiche und die Standorte der erstellten Erdwärmesonden. Weitere Erläuterungen zur Legende sind übers Informationsfenster aufrufbar (unter Zulässigkeitsbereich: Links zu PDF-Dateien).Erhebungsmassstab: 1:25'000 WMS Service Geoportal - Kanton Appenzell Innerrhoden,[],https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.ver_entsorgung_kommunikation.29.0.erdwaermesonden_kt&mapId=29&filterIds=&format=image/png,support@geoportal.ch,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,OGC:WFS,,47.339,9.4645,9.297 47.225 9.632 47.453
KT_AI,Ereigniskataster (Fachversion) Kt AI,ch.geoportal.geologie_boden_naturbedingte_risiken.669.0.ereigniskataster_fachversion_kt_ai,n.a.,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,In dieser Karte sind einige Ereignisse der Naturgefahren mit diversen Angaben dargestellt. WMS Service Geoportal - Kanton Appenzell Innerrhoden,[],https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.geologie_boden_naturbedingte_risiken.669.0.ereigniskataster_fachversion_kt_ai&mapId=669&filterIds=&format=image/png,support@geoportal.ch,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,OGC:WFS,,47.339,9.4645,9.297 47.225 9.632 47.453
KT_AI,Ereigniskataster Kt,ch.geoportal.geologie_boden_naturbedingte_risiken.302.0.ereigniskataster_kt,n.a.,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Darstellung von Naturereignissen. Quelle: Auszug aus der StorMe-Datenbank des Bundesamtes für Umwelt BAFU mit Basisinformationen und Prozessräumen. Weitere Suchbegriffe: gravitative Naturgefahren, Lawine, Rutschung, Sturz, Wasser, Einsturz, Absenkung. WMS Service Geoportal - Kanton Appenzell Innerrhoden",[],https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.geologie_boden_naturbedingte_risiken.302.0.ereigniskataster_kt&mapId=302&filterIds=&format=image/png,support@geoportal.ch,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,OGC:WFS,,47.339,9.4645,9.297 47.225 9.632 47.453
KT_AI,Erosionsrisiko Acker qualitativ CH,ch.geoportal.geologie_boden_naturbedingte_risiken.1520.0.erosionsrisiko_acker_qualitativ_ch,n.a.,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundesamtes für Landwirtschaft, als WMS der swisstopo bezogen.<br><br>Erosionsrisikokarte des Ackerlandes der Schweiz im 2x2-Meter-Raster auf der Basis von SwissALTI3D und kantonalen Flächendaten zum Ackerland. Für die sieben Kantone BS, GE, JU, LU, OW, TI und ZH liegen noch keine Flächendaten zum Ackerland vor, hier wurde die Ackerfläche aus Satellitenbildern (FCover300m) ermittelt. Gezeigt wird das potentielle, qualitative Erosionsrisiko. Die Gesamtwertung wird einer von drei Gefährdungsstufen (keine Gefährdung, Gefährdung, hohe Gefährdung) zugeordnet, ohne dabei die Nutzung oder die Bewirtschaftungsweise des Bodens zu berücksichtigen. Berechnet wird der langjährige mittlere Bodenabtrag auf der Grundlage der Universal Soil Loss Equation (USLE). WMS Service Geoportal - Kanton Appenzell Innerrhoden",[],https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.geologie_boden_naturbedingte_risiken.1520.0.erosionsrisiko_acker_qualitativ_ch&mapId=1520&filterIds=&format=image/png,support@geoportal.ch,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,OGC:WFS,,47.339,9.4645,9.297 47.225 9.632 47.453
KT_AI,Erosionsrisiko Acker quantitativ CH,ch.geoportal.geologie_boden_naturbedingte_risiken.1521.0.erosionsrisiko_acker_quantitativ_ch,n.a.,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundesamtes für Landwirtschaft, als WMS der swisstopo bezogen.<br><br>Erosionsrisikokarte des Ackerlandes der Schweiz im 2x2-Meter-Raster auf der Basis von SwissALTI3D und kantonalen Flächendaten zum Ackerland. Für die sieben Kantone BS, GE, JU, LU, OW, TI und ZH liegen noch keine Flächendaten zum Ackerland vor, hier wurde die Ackerfläche aus Satellitenbildern (FCover300m) ermittelt. Die Karte zeigt den langjährigen mittleren potentiellen Bodenabtrag in Tonnen pro Hektare und Jahr, berechnet auf der Basis von Schwarzbrache (Erosion, die theoretisch eintreten könnte, wenn der Boden dauernd nackt wäre). Grüne Farbtöne bedeuten ein geringes, gelbe ein mittleres und rote ein hohes Erosionsrisiko. Die im Modell berechneten Werte sind durchwegs viel höher als in der Realität (ca. um den Faktor 10), weil die Bodenbearbeitung und -bewirtschaftung (C-Faktor) ausgeklammert wurden und als Konstante mit dem Wert 1 in die Berechnung eingeflossen sind. Die Berechnung des Erosionsrisikos mit Multiple-Flow-Algorithmen erlaubt die Struktur des Geländes detailgenau darzustellen – z. B. den Verlauf von Geländemulden oder von steilen Querhängen – und damit z. B. auch das Risiko von Talwegerosion zu erkennen. Dies ist in der Fliesswegkarte (siehe Fliesswegkarte) detailliert dargestellt. Die räumliche Berechnungsgrundlage bilden Feldblöcke (siehe Feldblockkarte). WMS Service Geoportal - Kanton Appenzell Innerrhoden",[],https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.geologie_boden_naturbedingte_risiken.1521.0.erosionsrisiko_acker_quantitativ_ch&mapId=1521&filterIds=&format=image/png,support@geoportal.ch,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,OGC:WFS,,47.339,9.4645,9.297 47.225 9.632 47.453
KT_AI,Eschmann Karte,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.273.0.eschmann_karte,n.a.,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Historische Eschmannkarte aus dem Jahre 1850. WMS Service Geoportal - Kanton Appenzell Innerrhoden,[],https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.273.0.eschmann_karte&mapId=273&filterIds=&format=image/png,support@geoportal.ch,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,OGC:WFS,,47.339,9.4645,9.297 47.225 9.632 47.453
